Username,Tanggal,Komentar,Aspek,Sentimen
@SenSaba-s7u,2025-09-24T04:45:03Z,Makin kesini desain kamera apple makin buriq batt dahh masih bagus ip 11-15 ini makin jelek bet menurut opini gw jdi kaya hp kampung njir😅,Kamera,Negatif
@sanimunawar,2025-09-24T04:39:11Z,Baru kali ini kurang suka designnya iPhone 17 pro... Apalagi pas di kasih casing makin aneh,Baterai,Positif
@haziellatupapua,2025-09-24T04:38:24Z,worth it ?,Harga,Netral
@yuzoHamsah,2025-09-24T04:34:28Z,Tidak salah saya memilih ANDROID 😅,Umum,Netral
@fajar_alexander,2025-09-24T04:18:53Z,"17:22 liat reviewer lain, keknya harus lebih dari 2 orang baru bisa auto rotate",Umum,Netral
@kurniawanazizoktavianto8019,2025-09-24T04:14:53Z,"apple Now ""Designed in China, assembled in China""",Umum,Netral
@alexanderagung7109,2025-09-24T04:12:02Z,Emang udh paling bener klo mau upgrade nunggu iPhone 30 promax release aja dah baru beli,Umum,Netral
@yuniardp1703,2025-09-24T04:07:46Z,13:35 pesawatnya juga ngikut terbang ke kanan lucuuu,Umum,Netral
@RyanLiwutang,2025-09-24T03:55:08Z,Mistery box lagi bang,Performa,Netral
@omagaaat,2025-09-24T03:54:58Z,Iphone kelahiran 2020 ini desainya😂,Desain,Netral
@fbi1172,2025-09-24T03:40:03Z,"Gak heran kok Tempat kerja gua pada rame gua rasa dari kemaren kemaren pada chek in chek out.

Ternyata ada yg baru lagi toh",Performa,Netral
@WahyuSatria-o5y,2025-09-24T03:39:37Z,bangg Samsung a 26 bang,Umum,Netral
@robertisimanungkalit6843,2025-09-24T03:27:27Z,Review Pixel 10 bg,Umum,Netral
@sahar2489,2025-09-24T03:22:21Z,bang rekomendasi hp bugdet 6jt an dong,Umum,Netral
@efootball_goals,2025-09-24T02:56:44Z,Awal oktober udah masuk kok! Kata gw (heru),Umum,Netral
@Koh_EhntoL_irHeNk,2025-09-24T02:53:40Z,review redmi note 17pro bang.. @Gadgetin,Umum,Netral
@DDLOVE27,2025-09-24T02:52:33Z,HP POCO.. AKHIRNYA IPHONE NIRU POCO HAHAHAA,Umum,Netral
@jefrirosi7078,2025-09-24T02:46:25Z,"Bang David minta recom RAM 6 dibawah 1,5 & toko shope yg terpercaya terimakasih 🙏🙏",Umum,Netral
@baranur8787,2025-09-24T02:39:38Z,Xiaomi 17 siu,Umum,Netral
@sanose80,2025-09-24T02:22:32Z,Skrg hp iphone monoton ya😂 malah ngikutin poco m3. Berasa poco m3 remastered😂,Umum,Netral
@mas.fikri.339,2025-09-24T01:59:58Z,"17 ukuran 6.3 kecil banget loh enggak lega lihat video baca-baca edit foto video capcut. 
17 pro dan promax model belakangnya makin jelek, masih bagus belakangnya 14 promax",Kamera,Negatif
@mdzikriabdillah373,2025-09-24T01:56:51Z,cepat juga ya,Umum,Netral
@Infeksi_Nalar,2025-09-24T01:43:37Z,Biasanya brand besar di contek brand dibawahnyah....eh ini malah iphone membuat replika hp poco 😂😂😂,Umum,Netral
@Dzulumat08,2025-09-24T01:36:43Z,kalo pake case mirip poco cik wkwkwkww,Baterai,Netral
@chienthyasoedira1555,2025-09-24T01:35:57Z,"Sage tuh nama Salah satu Herb bang , daun sage warnamya bgitu ijo luntur",Desain,Netral
@arifsadikinpurnama7095,2025-09-24T01:35:04Z,bang review hotwav c16 pro,Umum,Netral
@TankS5-j9t,2025-09-24T01:15:12Z,andro udah pakai 144 ini baru masuk 120🤣,Umum,Netral
@sigit.z4202,2025-09-24T01:14:40Z,Mamam tu 120 hz iPhone 😂,Umum,Netral
@usagi-jhonatan,2025-09-24T01:05:11Z,bang david coba dong samsung A17 ❤,Umum,Netral
@BrendiBernadya,2025-09-24T00:58:52Z,Knp kok gak beli iPhone 17 air bang?,Umum,Netral
@khsieb9389,2025-09-24T00:47:57Z,Alhamdulillah nonton ini pke samsung😊,Umum,Netral
@GazaCeaseFireNow67-26,2025-09-24T00:47:48Z,Worth it banget sih dibeli . Di beli awal tahun 2029,Harga,Positif
@AditJaya-z6z,2025-09-24T00:42:19Z,"Harga di cina 16.800.000
Di indo double price 😂",Harga,Netral
@muhammadmunshif2028,2025-09-24T00:41:48Z,Vs xiaomi 17 pro bang 😂😂😂 rame pasti😅,Umum,Netral
@GazaCeaseFireNow67-26,2025-09-24T00:38:35Z,19:20 sudah kuduga 1 TB . Dari tahun ke tahun belinya 1 TB terus,Umum,Netral
@parnosevenfold4474,2025-09-24T00:12:30Z,niatnya mau beli iphone...ehh malah beli samsung s25 ultra,Umum,Netral
@septiannurakbar,2025-09-24T00:12:17Z,Bang David coba unboxing itel S26 ultra donk,Umum,Netral
@Channel_ini_bermasalah,2025-09-24T00:04:44Z,Apa sic special nya iphone?,Umum,Netral
@Luxima-Studio,2025-09-23T23:59:22Z,"Apple emang pinter mainin strategi planned obsolescence. Dulu keliatan jelas di teknis — update software dibatasi, hardware susah diperbaiki. Sekarang lebih halus, main di psikologis. Desain tiap tahun cuma beda dikit, tapi dibungkus marketing biar orang ngerasa HP lamanya udah ketinggalan. Ada riset konsumen (Journal of Consumer Research, 2018) yang nunjukkin kalau rasa ‘outdated’ itu sering lebih kuat bikin orang beli baru, daripada produk beneran rusak.",Desain,Netral
@bismaedgarpmgks3221,2025-09-23T23:58:35Z,"Iphone emang bukan buat kaum mendang mending, dari harganya aja udah keliatan. Udah liat review orang lain, tapi bang david yang bikin enjoy dan ketawa ketawa sendiri. Makasih bang david, jadi makin semangat nabung buat beli rumah.",Baterai,Netral
@Opps__286,2025-09-23T23:58:26Z,"lanscape nya harus banyak orng si kalo gk salah,",Umum,Netral
@elmeiherianto2021,2025-09-23T23:53:50Z,"BANG DAVID PLEASEEE REVIEW XIOMI 17 PRO BUAT COMPARE SAMA I-PHONE 17 PRO, PASTI SERU🙏🏼🔥😁",Umum,Netral
@margirelaxation5786,2025-09-23T23:52:51Z,"kalau photo,lebih bagus kemana-mana yang 16 pro",Umum,Negatif
@anggabayu7045,2025-09-23T23:41:01Z,Lagi hits emang bang ijo sagne 😅,Performa,Netral
@JustStone_xx,2025-09-23T23:37:05Z,Bang David buat konten mystery box lagi bg,Performa,Netral
@esyaaa-u1g9h,2025-09-23T23:36:09Z,Bang coba review Oppo k13 turbo,Umum,Netral
@terawang4429,2025-09-23T23:18:51Z,Wahhh. Bakal rame ni hotel,Umum,Netral
@ryndwptra,2025-09-23T23:05:54Z,kalau suruh pilih bakal pilih yg 16 sih kaya lebih elegan aja. cuman sayang nya ga ada yg ngasih pilihan dan ga ada yg bakal ngasih juga🗿,Umum,Netral
@Kataadi54putra,2025-09-23T22:17:52Z,"Kita bayar pajak , pajak di korup 😂",Umum,Netral
@diaulfuad,2025-09-23T22:10:49Z,Tak bisa d pungkiri. Idaman orang yg punya uang pas pasan seperti kita😅,Umum,Netral
@VikarsonGulo,2025-09-23T21:55:46Z,next review xiaomi 17 promax bang,Umum,Netral
@YoguUtyi,2025-09-23T20:56:57Z,HABIS INI GOPIX 10 PRO XL,Umum,Netral
@AnisaAlamsyah,2025-09-23T20:08:18Z,Ko yang orange mirip nubia sih😅,Umum,Netral
@mokhammaderfan5050,2025-09-23T19:48:45Z,Bang kalau habis unboxing hp nya nggak di jual lagi?,Performa,Netral
@trisnobanzaai8776,2025-09-23T19:35:01Z,Ujungnya bang david tidak terlalu senang maupun puas.,Umum,Positif
@herixamlay1034,2025-09-23T19:31:22Z,Misteri box bang mana.. nungguin mulu,Umum,Netral
@MTegar-qf4sw,2025-09-23T19:25:58Z,"b aja ga ada yg membuat terkesan kayak wow banget, mending samsung s25 ultra",Umum,Netral
@burungwalet9684,2025-09-23T19:23:12Z,Klau jatuh tahan aja kah min??,Umum,Netral
@apihasa9115,2025-09-23T19:09:00Z,"Gk tau knpa, kalo masalah iphone cuma nungguin David review.. candu banget.",Umum,Netral
@yudhaadamprayoga,2025-09-23T19:06:00Z,sangat terlihat kecewa saat buka iphone 17 pro 😆,Umum,Negatif
@nazwima4534,2025-09-23T19:04:22Z,kyknya Iphone 17 plus mah ini pake Ai kli kalo kita pake ngezoom soalnya dia kyk pengen smoothkan gtu biar ga blur tpi hasilnya jdi terllu smooth dan halus jdi ga klitan detail,Kamera,Netral
@al_amsyr4726,2025-09-23T19:01:15Z,Harus nambah orang lg om klo mau preview cameranya bisa lanscpace,Umum,Netral
@mistergaming1538,2025-09-23T18:57:59Z,Kapan bahas fersi XIAOMI 17 PRO nya bang. penasaran pendapat abang.,Umum,Netral
@shaneathallah4100,2025-09-23T18:50:31Z,itel s26 ultra bang,Umum,Netral
@ardiannurramdani5898,2025-09-23T18:42:06Z,Bang bikin konten mystery box lagi dong🥲,Performa,Netral
@rizalkece-mv4vu,2025-09-23T18:40:37Z,Bang review hp google pixel 10 pro xl,Umum,Netral
@irwankurniawan5831,2025-09-23T18:40:29Z,Poco 17 pro 😅,Umum,Netral
@anggiasaputra216,2025-09-23T18:22:00Z,17:25 itu harus lebih 2/3 orang supaya landscape,Umum,Netral
@kensatosfomo,2025-09-23T18:11:50Z,"30:05 kayanya gara2 ga pake tripod + timer?.. .pake lensa zoom sampai 8x tangan harus kaya tripod... apalagi indoor, en pake cahaya lighting continuous 😀😀 tapi jujur as user r5m2 + xt5, photo kualitas ipon ""biasa"" kok .. yng istimewa itu videonya ... sat set smooth lsg jadi duid 😍",Kamera,Netral
@sinyofebri9573,2025-09-23T18:01:01Z,Huhu ijo sage nya bagus ternyata,Umum,Positif
@randinofrizon7229,2025-09-23T17:45:58Z,"Awalnya tertarik liat yg warna oren , tapi pas liat video ini, jadi lebih tertarik yg wana putih atau biru gelap nya 😅",Kamera,Netral
@ucok-r9u,2025-09-23T17:33:51Z,"umur udah 27 sekalipun gpernah pake iphone, iphone 1sekalipun pun gk pernah punya, cuma punya tecno pova 4 yang retak sehelai rambut tapi banyak, dengan chiset helio G99 udah cukup banget buat main efootball selalu proplayer, emg terganggu karna retakan, tapi gw tetap suka tecno pova 4,,,,",Umum,Positif
@Lavatelasmanos-j6n,2025-09-23T17:15:15Z,BANG BAHAS PIXEL 10,Umum,Netral
@AdeJunaidiSTC-Group,2025-09-23T17:12:59Z,Pembaharuan yangbluar biasa membagongkan😂😂😂,Umum,Netral
@AliZein-v7d9d,2025-09-23T17:11:28Z,"Gua ga minat ipong😂...bang xiomi 17 pro max...tolong hadirin ...gua cumn ngestak di redmi note 1o pro doang ..mau buka tabungan buat beli langsung loncat yg 17 pro max ... semogaa aja ada nih bang,ayo lah bang xiomi 17 pro max 🥰",Umum,Netral
@Margonda_,2025-09-23T17:07:39Z,lama² jadi seharga motor. Rugi banget,Harga,Netral
@PancetYovan007,2025-09-23T17:01:49Z,"1 minggu setelah rilis resmi di indo, muncul versi hdc dan direview david 🗿",Umum,Netral
@DramaFilm-f2i,2025-09-23T16:55:52Z,Next hp INFINIX GT 30 bang😁,Umum,Netral
@bhagaskara3361,2025-09-23T16:54:31Z,Aku yang masih pake 7+😅,Umum,Netral
@MhmmdFikrii15_,2025-09-23T16:52:38Z,nonton dlu beli nanti,Umum,Netral
@Krisnaeyes,2025-09-23T16:52:26Z,TOLONG JANGAN KOMEN “TIM NONTON DOANG GA BELI”,Umum,Netral
@corollacross5122,2025-09-23T16:50:07Z,xiaomi 17 pro dan pro max donk bang,Umum,Netral
@Alizar-y9n,2025-09-23T16:47:14Z,"Biasa aja sihh di beli juga ya karena uang lebih,kalau gak punya uang lebih ya Mikir"" lagi masih banyak hp yg bagus dan harga lebih terjangkau",Performa,Positif
@DittZora,2025-09-23T16:43:13Z,Nunggu yg 16 turun harga wkwkwk kalo yg 17 gak kuat,Harga,Netral
@sigitprabowo3227,2025-09-23T16:40:45Z,Widih ngejreng bgt hp poconya bang David 😂,Umum,Netral
@wimpytan6758,2025-09-23T16:36:08Z,Samsung A05 4/64 1.2jt juga hijau sageH😂,Umum,Netral
@WMN1988,2025-09-23T16:25:08Z,kapan updte lagi yah ios nya ini beneran banyak bgt bugs nya,Performa,Netral
@mainmusic__,2025-09-23T16:23:01Z,kapan2 review Xiaomi 17 pro max banggg,Umum,Netral
@adivikolii227,2025-09-23T16:20:12Z,nanti lanjut riview oppo A6 pro bang,Umum,Netral
@chanellblank342,2025-09-23T16:20:04Z,bagi pengguna android flagship  seperti saya  setiap kali IP ngeluarin produk terbaru  saya selalu ngakak lihat desainya tetap gitu2 aja cuma bagian kamera dan lampu flash aja di gosar geser letakny 😁😁😁😆😄,Kamera,Netral
@arifinpatritius868,2025-09-23T16:11:26Z,"20:37 Oza bang, Oza Rangkuti wk",Umum,Netral
@ridhwannasution5085,2025-09-23T16:06:06Z,"zflip udah sampe 6, iphone malah balik alloy 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂, gitu jelek pulak. biasa nungguin apple event liat info menarik apa innovasi menarik, gimmick2 seru, ini beneran lebih excited ke ios 26 nya aja, karena udah pake mac os 26 dan b aja gada tampilam yang wow juga. malah ilang launchpad yg bkin ganjel",Umum,Negatif
@pepeppepsoden3538,2025-09-23T15:59:15Z,"yang 17 pro kesanya kayak hp murah menurut gw, apa karena warnanya yaa",Desain,Netral
@win3223__,2025-09-23T15:55:32Z,"udh make ip16 base model dri awal rilis alhamdulilah aman semua, kamera cakep chipset kenceng buat keseharian okee laaah. minus cm di layar & usb 2.0. jdi klo kalian mau ambil base model mending mikir lgi deh. menurut gw mending nbung dikit lgi klo gk sabar dlu sampe harganya pro ny turun. SEKIAN TERIMAGAJI🏃🏻‍➡️",Kamera,Netral
@ivangunadi9683,2025-09-23T15:54:44Z,hijau sage mirip sama sharp aquos sense 8😊,Umum,Netral
@YumeOikaketee,2025-09-23T15:51:34Z,Kalau mau tes gitu hp satunya lagi uninstall bawaan dulu . Kalau udah di pakai ya bakalan bias berasa lebih yg 17,Performa,Netral
@glorrryzzz,2025-09-23T15:51:28Z,Infokan dong uyyy pov camera buat konten cinematic selain GoPro Kali bang David bisa bahas nih.....,Umum,Netral
@aufalar-rafy644,2025-09-23T15:49:53Z,17:27 kalo gak salah harus banyak orang untuk fitur kamera auto rotate.,Kamera,Netral
@KerupukWenak,2025-09-23T15:43:33Z,Lumia: First time bro?,Umum,Netral
@Creamycuriemoon,2025-09-23T15:41:29Z,Ijo miskin gatuu😅😅😂,Umum,Netral
@eliauliyah8142,2025-09-23T15:32:54Z,bang review XIAOMI 17PRO MAX..... sepertinya lebih mantap dari pada iphone 17,Umum,Netral
@kemodha4222,2025-09-23T15:30:59Z,Wah mending Xiaomi 17 tuh bakal keluar habisa2an,Umum,Netral
@ardiwalker2600,2025-09-23T15:30:31Z,Unboxing Xiaomi 17 Pro Max,Umum,Netral
@angginarasukma8646,2025-09-23T15:25:47Z,"Waah, zoom 8x kameranya kok 😢😅😂",Kamera,Netral
@obscurity-uw7wf,2025-09-23T15:24:54Z,Sperti biasa...minim inovasi terkesan terburu2 untuk mengeluarkan prodak terbaru yang kaya nya di jadwal keluar setiap taun bagi fanbase yang rela antri dan merogok gocek buat prodak yang sebener nya biasa aja karna ya itu dia minim inovasi dan B aja...di tambah ya Allah itu desain nya yang satu kaga mikir asal jadi yang satu kaga mikir banget 😂😂😂😂😂😂...ngak dah,Desain,Netral
@kucinggarong-f2j,2025-09-23T15:14:20Z,"om david dan om² yg lain... klo saya butuh HP android yg spek tinggi, tp ga terlalu butuh kamera (lebih pengen duit ya buat beli spek drpd buat beli kamera)...hp apa yang cocok ya?",Kamera,Netral
@Ridanmelon13,2025-09-23T15:03:38Z,Kenapa ga review main mobile legend,Umum,Netral
@AhmadJumadil-t1k9k,2025-09-23T14:58:20Z,Model kamera mirip oppo,Kamera,Netral
@MalikGaming-t4s,2025-09-23T14:57:13Z,riview spark 40 pro bg,Umum,Netral
@MyHape-v7f,2025-09-23T14:55:48Z,yg desain nya malas bet anjir cuma geser2 posisi camera hmmmmm,Desain,Netral
@nyiknyorvictor3857,2025-09-23T14:55:25Z,Benar klo dilihat hasil gambarnya kamera Tele iPhone 16 Pro malah lebih detail ya daripada 17 Pro ditambah lagi yg 17 malah lebih warm warnanya. 🤔,Kamera,Netral
@sompyohchannel3578,2025-09-23T14:52:47Z,kalo yang seri PROMAX gimana bang?,Umum,Netral
@29alddo,2025-09-23T14:52:14Z,Bezel nya kok tebelan 17 pro ya di banding 16 pro,Desain,Netral
@Mekaaa527,2025-09-23T14:38:57Z,Bang Riview Infinix GT 30 5g,Umum,Netral
@ilzamzeins995,2025-09-23T14:37:54Z,"kira kira pas sudah resmi masuk Indonesia, iPhone 17 base model ini ada di harga berapa yaa?",Harga,Netral
@QPoel13,2025-09-23T14:36:47Z,habis nonton video ini gua semakin bangga pake samsung flagship,Kamera,Netral
@bangkitputra7539,2025-09-23T14:31:13Z,"lebih kaya lebih jual kamera yak iphone ini tiap taunnya cuma beda body aja, kaya ga ada perubahan yang signifikan. bosen juga lama",Kamera,Netral
@fanart7666,2025-09-23T14:21:42Z,"Iphone lagi rugi Triliunan kan, dampak Donald Trump, negara-negara boikot Apple",Performa,Netral
@deni7rst,2025-09-23T14:19:04Z,"Apple beneran canggih marketing nya, sama sekali ga ada yang membahas AI di seri iPhone 17. Kita tahu Apple ketinggalan di AI",Umum,Netral
@Zuldx353,2025-09-23T14:17:42Z,Nubia neo 3 5g kapan woy dah lama nihh,Umum,Netral
@ganispuspitasari9329,2025-09-23T14:13:08Z,Seperti kecewa dgn 17pro😅,Umum,Negatif
@fernandarizalofficial2876,2025-09-23T14:04:14Z,ini video lama ga sih,Kamera,Netral
@komenkuhuy8353,2025-09-23T14:03:45Z,Redmi 9t warna kek gtu gk dibilang unik bang.. jgn mentang iphon lah..mau apapun ok.. nyatanya iphon 17 pro itu bnyk yg gk suka gk ada inovatif😅,Desain,Positif
@RioChandrazhang,2025-09-23T14:03:39Z,Bakalan milih huawei pura 80ultra 😅,Umum,Netral
@debitirawanamuvas995,2025-09-23T13:53:28Z,Gila pajaknya besar banget. Tapi k mana pajak kita itu yaaa,Umum,Netral
@alexcritchley28,2025-09-23T13:53:24Z,warnanya sama kyea nova 13 pro gk ya tuh ijo nya?,Desain,Netral
@recapdramaasik,2025-09-23T13:51:48Z,"Bongkar bang , konten kreator pertama yang bongkar iPhone 17 😂 wkwkk",Umum,Netral
@tonyandreas1115,2025-09-23T13:48:40Z,17 pro waktu fotony di bandingin dan di zoom warna layarnya lbh warm kuning bgt yh bener ga sih atau perasaan saja yh,Kamera,Netral
@jajang_saiffullah,2025-09-23T13:44:35Z,Iphone poco 17 pro😂,Umum,Netral
@hazmi_fajri,2025-09-23T13:43:15Z,"Bsk pas review coba tekan bagian kaca belakang nya bg, soalnya ada video yang bredar body belakang 17 pro lentur di bagian kacanya saat di tekan.",Kamera,Netral
@Nextel212,2025-09-23T13:38:05Z,Kamera bagusan 16 pro ketimbang 17 pro kayak agak ampas ajah wkwkwk,Kamera,Positif
@recapdramaasik,2025-09-23T13:36:52Z,Peningkatan banyak tu di seri ganjil ya buat iPhone? 😅,Umum,Netral
@DheaAnandaOktavia,2025-09-23T13:33:12Z,masyaallah bagus bangett😢 semoga kecapaian pengen punya iPhone 17 PRO❤❤,Umum,Positif
@handeriOMG,2025-09-23T13:31:07Z,"pas tes lidarnya fungsiin bang, buat scan 3d pakai app canvas, biar di android ada fitur itu juga.",Umum,Netral
@harsenherlian1367,2025-09-23T13:29:14Z,bang iphone 17 basic body nya alumunium atau titanium,Umum,Netral
@radityaahmad1906,2025-09-23T13:27:09Z,"Udah lama ga tawuran chipset bg, gas laahh adu flaghsip!",Performa,Netral
@ARZLRZL,2025-09-23T13:25:45Z,Saran dong mending iphone 17 pro atau xiaomi note 9 ?,Umum,Netral
@Qahwah.Cemeng,2025-09-23T13:23:46Z,Bagusan android 5 jutaan,Umum,Positif
@ambonsayanama,2025-09-23T13:16:08Z,menonton konten ini dengan hp realme 5 pro tahun 2019😢😢,Umum,Netral
@imamjalaludin6384,2025-09-23T13:13:39Z,1 lh bang😂,Umum,Netral
@arwanas,2025-09-23T13:13:26Z,"""sage mode"" Naruto dong",Umum,Netral
@dione2421,2025-09-23T13:12:08Z,Bang bahas barang aneh atau misteri box dong,Umum,Netral
@RizalrifaldiFarm,2025-09-23T13:06:56Z,Yg masih nyimak aja tak doa kan segara ke beli inpone 13 ... Dah sehat terus...,Umum,Netral
@novantheexplorer97,2025-09-23T12:59:42Z,Mending beli Xiaomi 17 Pro gak sih hha,Umum,Netral
@nurkhanifah5529,2025-09-23T12:54:01Z,yaelah warna ip 17 ijo niruin hp gw oppo A5 pro,Desain,Netral
@M.Adityaal-zaki,2025-09-23T12:53:26Z,Bang coba rivew xiomi 17 pro dan xiomi 17 pro max,Umum,Netral
@Marsszzzy,2025-09-23T12:50:23Z,Itu 3 atau 4 baru bisa bang 17:31,Umum,Netral
@LoveThailandComedy,2025-09-23T12:47:55Z,Ga masuk akal indonesia pajak nya,Umum,Netral
@Manskuykuy,2025-09-23T12:45:28Z,"iphone sudah sampe iphone 17 😂 , gua masih make iphone 7plus 🤣",Umum,Netral
@ricoanggriawan6018,2025-09-23T12:43:23Z,"Baru beli yg 17 nanti pasti bntr lagi keluar lagi yg 18 ,gitu gitu aja Sampek Naruto jenggotan 🤣🤣",Performa,Netral
@HermanOfficial_12,2025-09-23T12:41:04Z,Aku yang masih nabung buat beli XR tapi desain IP 18 udah keluar 😢,Desain,Netral
@yaaziz,2025-09-23T12:40:11Z,Pasukan nonton doang belum bisa beli😅,Umum,Positif
@abdulrohman2073,2025-09-23T12:38:21Z,Tim yg g pernah punya ipon😅😅,Umum,Netral
@koko_wara6312,2025-09-23T12:36:15Z,"24:00 warna orange ayla, sigra, brio gak sih",Desain,Netral
@DwikyArdiMarentika,2025-09-23T12:32:49Z,Kok kamera lebih unggul ip16pro yaa,Kamera,Netral
@zeus888-hq9ly,2025-09-23T12:27:00Z,Coba xiomi 17 pro bang,Umum,Netral
@sigitpramono4950,2025-09-23T12:25:58Z,"Kenapa nggak beli iPhone 17 promax 2TB aja vid, kan elo sering ngonten",Umum,Netral
@beyourprince,2025-09-23T12:25:34Z,Note : bezel ip 17 dan 16pro persis tipisnya cuman di 16 pro bang david pake ag makanya visualnya lebih tipis,Desain,Netral
@petualanganmancing2492,2025-09-23T12:24:36Z,Review Xiaomi 17 pro bg seru,Umum,Netral
@Vincentius_Sahadi06,2025-09-23T12:24:30Z,"Walaupun mahal, sampe puluhan juta, tetap bagusan model kamera yang lama untuk versi pro nya.",Kamera,Negatif
@NarutoUzumaki-gu4ro,2025-09-23T12:22:00Z,"Ip 17 yg ganteng cuman basic sama air, pro dan pro max nya blunder si mnurut gua",Umum,Netral
@AyuSukma-m6h,2025-09-23T12:18:23Z,"Kak tolong review juga iphone 17 pro max dong kak,, makasi kak. katanya ada fitur tambahan nya??",Umum,Netral
@LyzzerSlwly,2025-09-23T12:18:10Z,Next xiaomi 17 promax,Umum,Netral
@UziGunarBufon,2025-09-23T12:16:26Z,YAKIN 17 AJA😊😊,Umum,Netral
@adefahrial2729,2025-09-23T12:10:12Z,Samsung A54 ada yg warna sage bang😅,Desain,Netral
@risqon1,2025-09-23T12:04:33Z,Masih worted pake 15 pro max,Umum,Netral
@HeryWawan-qm7sq,2025-09-23T12:04:23Z,Coba unboxing XIAOMI 17 Pro atau 17 Pro max dengan iPhone 17,Umum,Netral
@buatlatihananakanak,2025-09-23T11:59:57Z,peningkatan yg konon katanya signifikan di keluarga ip 17 adalah hal biasa aja di hp flagship android,Performa,Netral
@zaeniazhar8775,2025-09-23T11:57:33Z,Tinggal komparasi beneran besuk d review,Umum,Netral
@muhammaddarnel8527,2025-09-23T11:55:18Z,Yg nonton masih pake ip 14 pm 😢😢,Umum,Netral
@NdasMumet-m1j,2025-09-23T11:55:14Z,"Bang coba review hp up phone Made in Indonesia yg harganya sekitar 16jt'an, yg katanya mendunia dan menyaingin IP 16",Harga,Netral
@Progmen,2025-09-23T11:55:11Z,Bg orkay ya?,Umum,Netral
@anitasetyarini6285,2025-09-23T11:53:22Z,"Bang, review xiaomi 17 pro",Umum,Netral
